FAMILIA;VHLO;CONDUCTOR;FAMILIA AVERIA;DEFICIENCIAS DETECTADAS;DESCRIPCIÓN AVERIA;FOTO;FECHA AVISO;FECHA DISTINTA AVISO;TURNO;Nº AVISO;AVISO CREADO SI / NO;ORIGEN AVISO;TIPO ORDEN
Hidrolimpiadores;759;;LUCES;INTERMITENTE;759 INTERM. ESPEJO IZQU. ROTO;NO;25/02/2026;;M;6000832442;SI;P. PRINCIPES;L06
Hidrolimpiadores;759;;MOTOR;TESTIGO EN CUADRO;759 TESTIGO AGUA EN GASOIL;NO;25/02/2026;;M;6000832441;SI;P. PRINCIPES;L05
Motocarros eléctricos;1821;;TRANSMISIÓN;CAJA DE CAMBIOS;1821 NO VA HACIA DELANTE NI ATRAS;NO;25/02/2026;;M;6000832440;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1553;;MANTENIMIENTO;MANTENIMIENTO;1553-REPARAR SEGUN TEXTO MANTENIMIENTO;NO;25/02/2026;;M;6000832439;SI;P. PRINCIPES;L06
Barr. medianas aspiración CON pértiga;572;;SISTEMA;CEPILLO;572 LOS CEPILLOS VAN LENTOS;NO;25/02/2026;;M;6000832438;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1530;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1530 ARAÑAZOS Y GOLPES POR TODO EL CONTO;NO;25/02/2026;;M;6000832437;SI;P. PRINCIPES;L05
Barr. medianas aspiración SIN pértiga;1552;;CARROCERIA;PUERTA;1552 PUERTA DEL MEDIO ROTA PARA VER TUBO;NO;25/02/2026;;M;6000832436;SI;P. PRINCIPES;L05
Hidrolimpiadores;759;;CARROCERIA;PUERTA;759 PUERTA TRASERA NO CIERRA;NO;25/02/2026;;M;6000832434;SI;P. PRINCIPES;L06
Barr. medianas aspiración SIN pértiga;1530;;HIDRAULICA;PERDIDA DE HIDRÁULICO;1530.TN. PERDIDA DE HIDRAULICO;NO;25/02/2026;;N;6000832407;SI;P. PRINCIPES;L06
Hidrolimpiadores;749;;FRENOS;TESTIGO FRENOS;749 P.T TESTIGO DE FRENO ENCENDIDO;NO;25/02/2026;;M;6000832569;SI;P. TORNEO;L06
Minibaldeadoras eléctricas;979;;SISTEMA;CIRCUITO AGUA;979_TT_LLAVE DE 3 VIAS ROTO;NO;25/02/2026;;T;6000832544;SI;P. TORNEO;L06
Hidrolimpiadores;1722;;SISTEMA;BOMBA AGUA BALDEO;1722. EQUIPO TRABAJO NO FUNCIONA;NO;25/02/2026;;M;6000832541;SI;P. TORNEO;L06
Motocarros eléctricos;1818;;FRENOS;PASTILLA / ZAPATA;1818-PN-SUENAN LAS PASTILLAS DE FRENO;NO;25/02/2026;;M;6000832508;SI;P. NORTE;L06
Motocarros eléctricos;1818;;LUCES;INTERMITENTE;1818-PN-INTERMITENTE DRCH DELANTERO;NO;25/02/2026;;M;6000832507;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1532;;LUCES;FRENO;1532-PN-LUZ FRENO IZQ FUNDIDA;NO;25/02/2026;;M;6000832505;SI;P. NORTE;L06
Barr. medianas aspiración SIN pértiga;1532;;SISTEMA;CEPILLO;1532-PN-CEPILLOS GASTADOS;NO;25/02/2026;;M;6000832504;SI;P. NORTE;L06
Hidrolimpiadores;744;;SISTEMA;BOMBA AGUA BALDEO;744.TM.SIN PRESION;NO;25/02/2026;;M;6000832479;SI;P. TORNEO;L06
Motocarros;833;;HIDRAULICA;DEPOSITO HIDRÁULICO;833-P.E FALTA TAPON LLENADO LIQUIDO;NO;25/02/2026;;M;6000832475;SI;P. TORNEO;L06
Barredoras pequeñas aspiración;584;;SISTEMA;CEPILLO;584-PN-LOS CEPILLOS NO GIRAN;NO;25/02/2026;;N;6000832472;SI;P. NORTE;L06
Barr. medianas aspiración CON pértiga;550;;MOTOR;TESTIGO EN CUADRO;550.TM.TESTIGO EN CUADRO;NO;25/02/2026;;M;6000832470;SI;P. TORNEO;L06
Baldeadoras alta presión;1646;;SISTEMA;CIRCUITO AGUA;1646 P.T. POCA PRESION;NO;25/02/2026;;T;6000832469;SI;P. TORNEO;L06
Motocarros eléctricos;1829;;MOTOR;NO ARRANCA;1829.TM.NO ARRANCA;NO;25/02/2026;;M;6000832435;SI;P. TORNEO;L06
Barr. medianas aspiración SIN pértiga;1557;;SISTEMA;CEPILLO;1557.TN. CEPILLO GASTADO;NO;25/02/2026;;N;6000832408;SI;P. TORNEO;L06
Baldeadoras Alta Presión;1652;;SISTEMA;CARRETE / PERTIGA / PISTOLA;1652.TN. FALTA ENCHUFE RAPIDO DE PERTIGA;NO;25/02/2026;;N;6000832406;SI;P. TORNEO;L06
Baldeadoras Alta Presión;1652;;MOTOR;TESTIGO ACEITE;1652.TN.TESTIGO NIVEL DE ACEITE;NO;25/02/2026;;N;6000832405;SI;P. TORNEO;L06
Vehículos Quitaceras;630;;SISTEMA;BOMBA AGUA BALDEO;630.TN.PERDIDA DE AGUA POR SAM;NO;25/02/2026;;N;6000832404;SI;P. TORNEO;L06
Barr. medianas aspiración CON pértiga;542;;SISTEMA;CARRETE / PERTIGA / PISTOLA;542.TN.GOMA ENRROLLADA EN CEPILLO;NO;25/02/2026;;N;6000832403;SI;P. TORNEO;L06
Baldeadoras;650;;CABINA;ASIENTO;650.TN. PERDIDA DE AIRE EN ASIENTO;NO;25/02/2026;;N;6000832402;SI;P. TORNEO;L06
Barr. medianas aspiración CON pértiga;551;;LUCES;FOCO TRABAJO ;551.TN. FOCO TRABAJO SUELTO;NO;25/02/2026;;N;6000832401;SI;P. TORNEO;L06
Barr. medianas aspiración CON pértiga;548;;SISTEMA;BOMBA AGUA BALDEO;548.TN. SIN PRESION;NO;25/02/2026;;N;6000832400;SI;P. TORNEO;L06
Baldeadoras;623;;FRENOS;TESTIGO FRENOS;623.TN.TESTIGO FRENOS ENCENDIDO;NO;25/02/2026;;N;6000832399;SI;P. TORNEO;L06
Barr. medianas aspiración CON pértiga;547;;MOTOR;TESTIGO EN CUADRO;547.TN. TESTIGO ENCENDIDO;NO;25/02/2026;;N;6000832398;SI;P. TORNEO;L06
;;;;;;;;;;;;;
Brigadas Cabina Simple;407;;MOTOR;TESTIGO EN CUADRO;407.TM SE ENCIENDE LUZ DE AVERIA;;24/02/2026;;M;6000832337;SI;P. TORNEO;
Brigadas Cabina Simple;407;;CABINA;MONITOR / PANTALLA;407.TM CAMARA VISION TRAS. SIN SEÑAL;;24/02/2026;;M;6000832340;SI;P. TORNEO;
Hidrolimpiadores;744;;MOTOR;MOTOR SE CALIENTA;744.TM SE CALIENTA MOTOR;;24/02/2026;;M;6000832310;SI;P. TORNEO;
Turismos Supervisión Capataces;1007;;DIRECCIÓN;DIRECCIÓN;1007 PT ALINEAR DIRECCIÓN;;24/02/2026;;M;6000832255;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1549;;SISTEMA;PATO HUMECTACIÓN;1549-PN NO ECHA AGUA POR LOS PATOS;;24/02/2026;;M;6000832268;SI;P. NORTE;
Barr. medianas aspiración SIN pértiga;1557;;LUCES;FALLO VARIAS LUCES;1557.TN-FALLO LUCES;;24/02/2026;;N;6000832219;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1557;;SISTEMA;HUMECTACIÓN;1557.TN-FALLO HUMECTACION;;24/02/2026;;N;6000832220;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1563;;SISTEMA;CEPILLO;1563.TN-CEPILLOS CORTOS;;24/02/2026;;N;6000832213;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1563;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1563.TN-PUERTA LATERAL NO CIERRA;;24/02/2026;;N;6000832214;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1563;;MOTOR;TESTIGO EN CUADRO;1563.TN-TESTIGO EN CUADRO;;24/02/2026;;N;6000832215;SI;P. TORNEO;
Baldeadoras alta presión;1659;;DIRECCIÓN;COLUMNA DIRECCIÓN;GAR_1659 DOBLE DIRECCION NO DESCONECTA;;24/02/2026;;M;6000832341;SI;P. TORNEO;
Baldeadoras alta presión;1659;;DIRECCIÓN;COLUMNA DIRECCIÓN;1659.TM FALLO DOBLE DIRECCION;;24/02/2026;;M;6000832285;SI;P. TORNEO;
Hidrolimpiadores;1712;;SISTEMA;NO HABILITA;1712.TN-NO ENTRA EQUIPO;;24/02/2026;;N;6000832218;SI;P. TORNEO;
Hidrolimpiadores;1713;;SISTEMA;NO HABILITA;1713.TN-EQUIPO NO CARGA;;24/02/2026;;N;6000832216;SI;P. TORNEO;
Motocarros eléctricos;1802;;MANTENIMIENTO;ITV;1802 P.T REPARAR DEFECTOS PRE-ITV;;24/02/2026;;M;6000832394;SI;P. TORNEO;
Barr. medianas aspiración CON pértiga;547;;SISTEMA;CEPILLO;547.TN-CEPILLO CORTO;;24/02/2026;;N;6000832211;SI;P. TORNEO;
Barr. medianas aspiración CON pértiga;548;;SISTEMA;HUMECTACIÓN;548.TN-FALLO DE HUMECTACION;;24/02/2026;;N;6000832212;SI;P. TORNEO;
Baldeadoras;603;;;;603.TN-RUEDA DEL IZQ FRENADA;;24/02/2026;;N;6000832217;SI;P. TORNEO;
Baldeadoras;603;;CABINA;ESPEJO / RETROVISOR;603.TT.RETROVISOR IZQUIERDO SUELTO;;24/02/2026;;T;6000832367;SI;P. TORNEO;
Baldeadoras;628;;MOTOR;PERDIDA ACEITE MOTOR;628-CILINDRO CABINA PIERDE ACEITE;;24/02/2026;;M;6000832287;SI;P. TORNEO;
Barredoras pequeñas aspiración;581;;SISTEMA;CEPILLO;581 CEPILLOS NO GIRAN;;24/02/2026;;M;6000832277;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;581;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;581 RUEDA DELANTERA DERECHA PINCHADA;;24/02/2026;;M;6000832275;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;599;;CABINA;BOTONERA;599-PP.CRUCETA DE ABRIR CEPILLOS ROTA;;24/02/2026;;M;6000832278;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;599;;CABINA;HOROMETRO ;599-PP.HOROMETRO NO FUNCINA;;24/02/2026;;M;6000832280;SI;P. PRINCIPES;
Hidrolimpiadores;751;;SISTEMA;CARRETE / PERTIGA / PISTOLA;751 CARRETE NO FUNCIONA;;24/02/2026;;M;6000832263;SI;P. PRINCIPES;
Motocarros;822;;MOTOR;TAPÓN DE GASOIL;822 TAPON DEL GASOIL SUELTO;;24/02/2026;;M;6000832248;SI;P. PRINCIPES;
Motocarros;839;;FRENOS;PASTILLA / ZAPATA;839 NO FRENA;;24/02/2026;;M;6000832336;SI;P. PRINCIPES;
Turismos Supervisión Inspeccion;1052;;RUEDAS ;RUEDA GASTADA;VEH. 1052 TAPACUPOS DESAPARECIDO;;24/02/2026;;M;6000832309;SI;P. PRINCIPES;
Brigadas Cabina Simple;1430;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1430-PP.REJILLA BARANDA IZQUIERDA SUELTA;;24/02/2026;;M;6000832323;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1530;;SISTEMA;HUMECTACIÓN;1530 DIFUSOR DELANTERO;;24/02/2026;;M;6000832235;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1530;;MOTOR;TESTIGO EN CUADRO;1530 TESTIGO CHECK ENCENDIDO;;24/02/2026;;M;6000832254;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1538;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1538-PP.RUEDA DELANTERA DERECHA VACIO O;;24/02/2026;;M;6000832231;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1538;;CABINA;ASIENTO;1538-PP.ASIENTO CONDUCTOR EN MAL ESTADO;;24/02/2026;;M;6000832233;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1552;;SISTEMA;TUBO ASPIRACIÓN;1552 PUERTA INTERIOR TUBO ASP. SUELTA;;24/02/2026;;M;6000832257;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1552;;MOTOR;TESTIGO FALLO MOTOR;1552 TESTIGO FALLO MOTOR;;24/02/2026;;M;6000832250;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1552;;RUEDAS ;RUEDA GASTADA;1552 RUEDA TRASERA DER CON ROCES;;24/02/2026;;M;6000832251;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1552;;LUCES;PILOTO;1552 FARO TRASERO ROTO IZQUIERDO;;24/02/2026;;M;6000832253;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;1556;;SISTEMA;CEPILLO;1556.TN-CEPILLO CORTO;;24/02/2026;;N;6000832221;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1556;;SISTEMA;TURBINA ASPIRACIÓN;1556.TN-NO ASPIRA;;24/02/2026;;N;6000832222;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1556;;MOTOR;TESTIGO EN CUADRO;1556-PP.TESTIGO ENCENDIDO EN EL CUADRO;;24/02/2026;;M;6000832252;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;1582;;SISTEMA;CIRCUITO AGUA;1582-PP.CIRCUITO RECICLAJE ATASCADO;;24/02/2026;;M;6000832270;SI;P. PRINCIPES;
Baldeadoras alta presión;1653;;LUCES;GALIBO;1653-PP.GALIBO ROTO;;24/02/2026;;M;6000832325;SI;P. PRINCIPES;
Motocarros;1849;;CABINA;PALANCA CAMBIO;1849 CUESTA METER LAS MARCHAS;;24/02/2026;;M;6000832262;SI;P. PRINCIPES;
Brigadas Cabina Simple;433;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;433-PP.RUEDA TRASERA DERECHA EXTERIOR;;24/02/2026;;M;6000832295;SI;P. PRINCIPES;
Brigadas Cabina Doble;448;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;448 PUERTA TRASE. IZQ NO TIENE PESTILLO;;24/02/2026;;M;6000832249;SI;P. PRINCIPES;
Brigadas Cabina Doble;448;;LUCES;INTERMITENTE;448 INTERMITENTES NO SE APAGAN;;24/02/2026;;M;6000832333;SI;P. PRINCIPES;
Brigadas Cabina Doble;448;;CABINA;CLUSTER / CUADRO;448 CUADRO DE MANDOS NO FUNCIONA;;24/02/2026;;M;6000832334;SI;P. PRINCIPES;
Brigadas Cabina Doble;448;;CABINA;AIRE ACONDIC/CALEFACCIÓN;448 NO FUNCIONA NI CALOR NI FRIO;;24/02/2026;;M;6000832335;SI;P. PRINCIPES;
Barr. medianas aspiración CON pértiga;537;;FRENOS;PEDAL;537 FRENO COGIDO;;24/02/2026;;M;6000832256;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;553;;SISTEMA;BOCA ASPIRACIÓN;553 LUZ BOCA ASPIRACION FUNDIDA;;24/02/2026;;M;6000832261;SI;P. PRINCIPES;
Barr. medianas aspiración SIN pértiga;554;;MOTOR;NIVEL REFRIGERANTE;554 LIQUIDO REFRIGERANTE;;24/02/2026;;M;6000832266;SI;P. PRINCIPES;
Barr. medianas aspiración CON pértiga;574;;SISTEMA;NO DESCARGA / NO BASCULA;574-PP.NO BASCULA;;24/02/2026;;M;6000832321;SI;P. PRINCIPES;
Baldeadoras;621;;SISTEMA;MANGUERA;621.TN-TOMATE EN GOMA;;24/02/2026;;N;6000832225;SI;P. TORNEO;
Hidrolimpiadores;759;;LUCES;POSICIÓN;759 LUZ POSICION DEL IZQUIERDA;;24/02/2026;;M;6000832264;SI;P. PRINCIPES;
Hidrolimpiadores;759;;LUCES;INTERMITENTE;759 INTERM. ESPEJO IZQU. ROTO;;24/02/2026;;M;6000832265;SI;P. PRINCIPES;
Barredoras pequeñas aspiración;575;;SISTEMA;BOCA ASPIRACIÓN;575-P.E NO ASPIRA;;24/02/2026;;M;6000832269;SI;P. ESTE;
Barredoras pequeñas aspiración;596;;LUCES;GIRATORIO ;596-P.E GALIBO GIRATORIO NO FUNCIONA;;24/02/2026;;M;6000832236;SI;P. ESTE;
Hidrolimpiadores;746;;SISTEMA;BOMBA AGUA BALDEO;PSP-746 SIN PRESION;;24/02/2026;;M;6000832299;SI;P. SAN PABLO;
Hidrolimpiadores;753;;SISTEMA;CARRETE / PERTIGA / PISTOLA;753. MANGUERA REVENTADA;;24/02/2026;;M;6000832358;SI;P. ESTE;
Brigadas Cabina Simple;1402;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1402. PUERTA DE LA BARANDILLA SUELTA;;24/02/2026;;M;6000832369;SI;P. ESTE;
Brigadas Cabina Simple;1403;;LUCES;FRENO;1403.TN-FALLO LUZ FRENO;;24/02/2026;;N;6000832226;SI;P. TORNEO;
Brigadas Cabina Simple;1412;;MOTOR;NO ARRANCA;1412 PE NO ARRANCA;;24/02/2026;;M;6000832291;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1533;;SISTEMA;HUMECTACIÓN;1533.TN-FALLO HUMECTACION;;24/02/2026;;N;6000832223;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1533;;HIDRAULICA;NIVEL HIDRÁULICO ;1533. NIVEL HIDRAULICO;;24/02/2026;;M;6000832356;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1541;;CABINA;EXTINTOR;1541. FALTA EXTINTOR;;24/02/2026;;M;6000832357;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1548;;CABINA;PALANCA CAMBIO;1548 TE NO ENTRAN MARCHAS;;24/02/2026;;T;6000832378;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1548;;;;1548 AUXILIO EN RECORRIDO SUSPENSION;;24/02/2026;;M;6000832380;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1548;;SISTEMA;BOCA ASPIRACIÓN;1548.NO LE VA LA BOCA A PRESION;;24/02/2026;;M;6000832377;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1564;;LUCES;FOCO TRABAJO ;1564.TN-FALLO FOCO DE TRABAJO;;24/02/2026;;N;6000832224;SI;P. TORNEO;
Barr. medianas aspiración SIN pértiga;1564;;LUCES;INTERMITENTE;1564. LOS INTERMITENTES LATERALES...;;24/02/2026;;M;6000832395;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1566;;SISTEMA;HUMECTACIÓN;1566. DIFUSOR HUMECTACION;;24/02/2026;;M;6000832353;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1566;;CABINA;PUERTA;1566. PUERTA IZQ. NO CIERRA;;24/02/2026;;M;6000832354;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1566;;LUCES;LUZ CABINA;1566. LUZ CABINA DESCOLGADA...;;24/02/2026;;M;6000832355;SI;P. ESTE;
Baldeadoras alta presión;1644;;MOTOR;PERDIDA ANTICONGELANTE;1644-P.E PERDIDA DE ANTICONGELANTE;;24/02/2026;;M;6000832244;SI;P. ESTE;
Baldeadoras alta presión;1656;;MOTOR;TESTIGO EN CUADRO;1656-P.E SENSOR DE BAJA ENCENDIDO;;24/02/2026;;M;6000832296;SI;P. ESTE;
Vehículo Auxiliar Parques;1701;;LIMPIEZA;LIMPIEZA INTERIOR;1701. NECESITA LAVADO INTERIOR;;24/02/2026;;M;6000832397;SI;P. ESTE;
Motocarros;1858;;CABINA;AIRE ACONDIC/CALEFACCIÓN;1858. NO LE FUNCIONA EL AIRE;;24/02/2026;;M;6000832352;SI;P. ESTE;
Brigadas Cabina Simple;430;;MOTOR;PERDIDA GASOIL;430 TE PERDIDA DE GASOIL;;24/02/2026;;M;6000832351;SI;P. ESTE;
Brigadas Cabina Simple;436;;CABINA;ELEVALUNAS;436-P.E VENTANILLA DERECHA NO FUNCIONA;;24/02/2026;;M;6000832237;SI;P. ESTE;
Brigadas Cabina Simple;436;;;;436-P.E AVISO SONORO MARCHA ATRAS;;24/02/2026;;M;6000832238;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;536;;SISTEMA;CEPILLO;536-P.E NO FUNCIONAN LOS CEPILLOS;;24/02/2026;;M;6000832300;SI;P. ESTE;
Barr. medianas aspiración CON pértiga;541;;MOTOR;MOTOR AVERIA;541-P.E RUIDO ANORMAL AL DESPLAZARSE;;24/02/2026;;M;6000832297;SI;P. ESTE;
Barredoras pequeñas aspiración;585;;SISTEMA;GRUA;585-GRUA;;24/02/2026;;M;6000832293;SI;P. ESTE;
Barredoras pequeñas aspiración;585;;HIDRAULICA;PERDIDA DE HIDRÁULICO;PSP-585 PERDIDA DE HIDRAULICO;;24/02/2026;;M;6000832284;SI;P. SAN PABLO;
Barredoras pequeñas aspiración;595;;MOTOR;NO ARRANCA;595-P.E NO ARRANCA;;24/02/2026;;M;6000832232;SI;P. ESTE;
Hidrolimpiadores;765;;SISTEMA;NO HABILITA;0765. NO LE FUNCIONA EL EQUIPO;;24/02/2026;;M;6000832361;SI;P. ESTE;
Hidrolimpiadores;765;;CABINA;PALANCA CAMBIO;0765. NO LE ENTRAN LAS MARCHAS;;24/02/2026;;M;6000832362;SI;P. ESTE;
Hidrolimpiadores;765;;SISTEMA;CARRETE / PERTIGA / PISTOLA;0765. ABANICO DE LA PISTOLA;;24/02/2026;;M;6000832363;SI;P. ESTE;
Barr. medianas aspiración SIN pértiga;1546;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1546. PORTON TRASERO SE HA DESCOLGADO;NO;23/02/2026;;M;6000832193;SI;P. ESTE;L05
Hidrolimpiadores;753;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;0753. RUEDA REVENTADA;NO;23/02/2026;;M;6000832188;SI;P. ESTE;L06
Brigadas Cabina Simple;430;;MOTOR;PERDIDA GASOIL;430 TE AUX EN RECORRIDO GASOIL;NO;23/02/2026;;M;6000832187;SI;P. ESTE;L06
Hidrolimpiadores;753;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;0344. RUEDA IZQ. TRASERA...;NO;23/02/2026;;M;6000832186;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1542;;MOTOR;MOTOR SE CALIENTA;1542 TE SE CALIENTA;NO;23/02/2026;;M;6000832182;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1564;;SISTEMA;CEPILLO;1564. CAMBIO DE CEPILLOS;NO;23/02/2026;;M;6000832181;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;536;;;;0536. CUADRO DE INSTRUMENTACION SUELTO;NO;23/02/2026;;M;6000832180;SI;P. ESTE;L06
Brigadas Cabina Doble;446;;MOTOR;CLAXON / AVISADOR;0446. NO FUNCIONA EL CLAXON;NO;23/02/2026;;M;6000832179;SI;P. ESTE;L06
Brigadas Cabina Doble;446;;LUCES;FRENO;0446. LUZ DE FRENO DERECHO;NO;23/02/2026;;M;6000832178;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1566;;SISTEMA;CEPILLO;1566P.E. CEPILLOS GASTADOS;NO;23/02/2026;;M;6000832160;SI;P. ESTE;L06
Brigadas Cabina Doble;452;;LUCES;GALIBO;0452. NO TIENE EL GALIBO DERECHO...;NO;23/02/2026;;M;6000832151;SI;P. ESTE;L06
Hidrolimpiadores;753;;SISTEMA;CARRETE / PERTIGA / PISTOLA;0753. SIN PRESION;NO;23/02/2026;;M;6000832150;SI;P. ESTE;L06
Brigadas Cabina Simple;1400;;FRENOS;TESTIGO FRENOS;1400. NO TIENE LUZ DE FRENO;NO;23/02/2026;;M;6000832149;SI;P. ESTE;L06
Brigadas Cabina Simple;409;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;PSP-409 RUEDA TRAS. DER. EXT. PINCHADA;NO;23/02/2026;;M;6000832113;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1541;;MOTOR;REFRIGERACIÓN;1541 AFORADOR AGUA NO FUNCIONA;NO;23/02/2026;;M;6000832103;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1541;;MOTOR;AD-BLUE;1541 AFORADOR ADD BLUE NO FUNCIONA;NO;23/02/2026;;M;6000832102;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1541;;MOTOR;;1541 AFORADOR GASIOL NO FUNCIONA;NO;23/02/2026;;M;6000832100;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1531;;CARROCERIA;CAJA;PSP-1531 LIMPIEZA DE FILTROS Y CAJA;NO;23/02/2026;;M;6000832092;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1531;;SISTEMA;CEPILLO;PSP-1531 CAMBIAR CEPILLOS;NO;23/02/2026;;M;6000832091;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1531;;SISTEMA;HUMECTACIÓN;PSP-1531 HUMECTACION NO FUNCIONA;NO;23/02/2026;;M;6000832090;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1531;;LUCES;GIRATORIO ;PSP-1531 GIROFARO TRASERO NO FUNCIONA;NO;23/02/2026;;M;6000832089;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1531;;HIDRAULICA;NIVEL HIDRÁULICO ;PSP-1531 NIVEL DE HIDRAULICO BAJO;NO;23/02/2026;;M;6000832088;SI;P. SAN PABLO;L06
Barr. medianas aspiración SIN pértiga;1533;;SISTEMA;CEPILLO;1533-PEVM-CEPILLOS NO FUNCIONA;NO;23/02/2026;;M;6000832083;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;;LUCES;FARO;1533-PEVM-FARO TRASERO IZQUIERDO;NO;23/02/2026;;M;6000832082;SI;P. ESTE;L06
Brigadas Cabina Simple;436;;MOTOR;NO ARRANCA;436.P.E. NO ARRANCA;NO;23/02/2026;;M;6000832081;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1533;;SISTEMA;CEPILLO;1533-PEVM-CEPILLOS GASTADOS;NO;23/02/2026;;M;6000832080;SI;P. ESTE;L06
Brigadas Cabina Simple;1421;;RUEDAS ;NEUMÁTICO PINCHADO / BAJO ;1421-PEVM-RUEDA PINCHADA;NO;23/02/2026;;M;6000832079;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1566;;CARROCERIA;GOLPE / ROTURA / SINIESTRO;1566-PEVM-ENTRA AGUA;NO;23/02/2026;;M;6000832077;SI;P. ESTE;L06
Barr. medianas aspiración SIN pértiga;1566;;LUCES;CRUCE / LARGA;1566-PEVM-CRUCE IZQUIERDA NO FUNCIONA;NO;23/02/2026;;M;6000832075;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;536;;CARROCERIA;;536-PEVM-RAMAS EN PARTE SUPERIOR;NO;23/02/2026;;M;6000832074;SI;P. ESTE;L06
Barr. medianas aspiración CON pértiga;541;;SISTEMA;CARRETE / PERTIGA / PISTOLA;541-PEVM- PISTOLA DERECHA FUNCIONA MAL;NO;23/02/2026;;M;6000832073;SI;P. ESTE;L06
Barredoras pequeñas aspiración;1589;;MOTOR;ESCAPE;1589-PEVM-ESCAPE DESCOLGADO;NO;23/02/2026;;M;6000832072;SI;P. ESTE;L06
Barredoras pequeñas aspiración;1589;;CABINA;ASIENTO;1589-PEVM-ASIENTO ROTO;NO;23/02/2026;;M;6000832071;SI;P. ESTE;L06
Brigadas Cabina Simple;436;;CARROCERIA;TAILGATE / PORTÓN;436-PEVM- BARANDILLA TRASER NO CIERRA;NO;23/02/2026;;M;6000832070;SI;P. ESTE;L06
Motocarros eléctricos;1810;;CARROCERIA;BASCULANTE;1810-PEVM-BASCULANTE NO SUBE NO BAJA;NO;23/02/2026;;M;6000832069;SI;P. ESTE;L06
